BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
gamma-glutamyl-2-aminobutyrate,Gamma-glutamyl Amino Acid,166217,261559.98,238521,445662,,416719,438156,276772,291486,149710,307281,,462767,332969,370051,,,450743,234741,169083,462740,140775,256345,228632,,287704,254613,179197,254857,341154,225153,234867,,147946,401242,,283282,217095,481741,,,92367,376410,,426175,175699,118404,288881,107206,213114,245926,401400,,253380,327594,167069
docosadioate,"Fatty Acid, Dicarboxylate",949433,236483,,221416,393353,239173,,305331,132866,211255,519874,305121,488327,410838,357728,,674928,159392,,957214,50757,208338,292035,,218109,,195683,442801,138307,179883,391566,859212,633212,,614111,177216,120340,1335587,27644,192049,,558809,125769,,168568,322403,62872,57675,,173778,521809,214160,291175,,423950,532627
andro steroid monosulfate (1)*,Steroid,1639767,49316,,46219,292906,198809,52796,,,70566,306772,277007,111836,176073,,122239,,120570,192861,193216,150830,300127,921934,,41144,241523.02,320651,755257,217024.02,,61778,818922,211272.98,115459,73121,89793,560382,185159,251209,197517,702519,37250,101211,202948,317654,321043,178729,,,423014.97,322972,160456,78421,137152,359397,269060
"adenosine 3',5'-cyclic monophosphate (cAMP)","Purine Metabolism, Adenine containing",40316,88428,41180,48158,63499,52883,72055,67398,,35448,105211,34349,64132,73838,111901,,42715,,36255,58586,49032,72385,29086,57151,,,116240,104115,26172,91946,74023,,66689,71053,81345,,41047,63354,49049,81385,36591,,38637,50453,100537,90620,,45135,119402,,39737,100189,49327,,66985,48359
7-methylurate,Xanthine Metabolism,180075,48244,686775,705682,270048,89544,107398,79292,,143863,227271,132664,82720,,55733,185025,,44533,78370,93677,60518,334365,108240,667205,55096,57099,1242178,,,547298,56494,142908,48750,,174971,104263,,107528,242419,250621,133604,84608,110512,427894,,,65727,181142,140125,36554,63430,46775,250690,53285,161453,79879
piperine,Food Component/Plant,3754547,609205,491207,2048719,2109883,6749691,5236687,292661,244449,,6937853,693803,2543941,204207,509770,,129745,3895280,4407581,570819,1730797,,474489,,1385496,256486,,3206955,10305946,6954160,,316394,123409,,18992088,2661567,2235842,4933820,2630211,,58920,,1264169,,,456507,5785250,169269,,,1248469,,21902702,2647677,425732,8342076.5
eugenol sulfate,Food Component/Plant,2050343.13,38690,,,113325.99,60427,104704,134702,135531,,30389,78210,37784,,,368267,19168,383422,134193,34870,94365,57889,355203,108086,191176,,118604.01,134663,97521,106542,228192,296401,60875,91560,,128776,250010,93435,,,,,,,32392,71052,112872.01,87906,38436,,,119616.99,63563,110883.01,104073,
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Plasmalogen,488743,1301271,530981,952246,661714,618122,452851.97,408554,,1116103,694328,775099,688521,,883731,227656,322127,829322,884236,447764.03,1144078,,747522,,,,472232,633168,725000.94,1052674,,416504,914118,1044705.94,593737,,794663,872886.94,1941662,,533123,1000322,516845,377446,588365,718183,740825,912227,710482,320483,1234281,,706427,,805941.06,479138
nicotinamide riboside,Nicotinate and Nicotinamide Metabolism,327217,115290,268135,,174097,317741,305292,266869,183088,475981,297900,267094,213930,247212,156857,271493,188050,286198,231278,212963,,,,114502,103721,143833,167527,,156297,148843,292297,184428,,,167594,96070,130520,,,255300.02,207175,249705.02,287018,264686,296236,245297.98,200487,228045,244513.02,131205,260844.02,240470,147870,265867,246586.98,101186
caffeine,Xanthine Metabolism,6086740,994352.06,4902886,2321860,7254403,3286987,,,,1776188,2254285,3212987,2229418,855358,857276,1301219,1442298,827399,995205.94,1806535.88,,12000238,1217482,2659520,1783177,,16025193,,741186,3844289.75,1546152,,3275776,620982,5106699,3715464,,1289598,1150275,1713743,1782350,1093996,2303072,4304378,,11658278,1408942,1195369,7958533.5,,1010151.94,,10045739,383359,2445297,
thymol sulfate,Food Component/Plant,2908139,205312.98,392953,1144772,,,1865035,2141133,,2689714,,4344677,556991,529488,,89994,236876.98,935339.94,1659686.88,764367,,53049,2477339,148320,198543,,36570,1836046,178569,118882.99,110292.99,645522,74642,854018,218666.02,,236778.02,186868,99171,,2732303,,150399,,50862,74068,7240526,1468519,138140,,275410,,391006,1321533,571433,624716
2-aminophenol sulfate,Chemical,452219,370144,131161,89962,149202,71859,844251,665721,41182,218904,93647.01,274469,300285,533566,462972,62465,1041209,82581,166982,1001881,,,67797,,1327599,472530,,108864.01,40480,,905564.06,,89969,,132740,78734,,167681,,,258217.02,,773687,380076.03,,183876.98,92128,163298,,,,,,608346,,97662
phenylacetylcarnitine,Phenylalanine and Tyrosine Metabolism,,810680,,254140.98,162456,761866,466770,557335,363397,,609116,,290625,,733330,73228,1352993,2113748,697456,,223893,101912.99,162586,727921,286354,417009,,,496012,746974,,241556.98,196620,815435.06,388043,67332,171268,141674,459812,,296753,246590,347032,264520,353162,471308,554272,441747,1719674,,189027,267254,777438,,189810,
acisoga,Polyamine Metabolism,,151180,97771,112286,88995,145956,,,71625,71771,120126.01,208507,41167,,143494,36712,67498,,68823,56284,50264,42649,125126,63647,,,224498,43927,143563,,177993,31733,51216,265884,59273,46523,,64549,,,,,43449,58045,201204,128937,102743,25725,68885,67531,73038,278734,110554,,,33308
linoleoylcarnitine*,Fatty Acid Metabolism(Acyl Carnitine),308677,660641,259795,354093,172223,324710,,,,542599,439552,640877,442958,314341,794272.06,,141914,,331400,293314,67867,215225,283616,231551,,,550654,474224,390911,569291,126014,,302942,75434,707476,,269067,533052,,265229,283624,291930,100353,,479497,743400,291164,176547,,,375823,100890,979865,,351317,306661
N-palmitoyl-sphinganine (d18:0/16:0),Sphingolipid Metabolism,320258,237054.02,157084,324965,172986,84129,176544,300999,,184700,149141,119406,,,128189.01,,86297,161766,184503,110090,374064,175104,362036,,,,384189,233282,385341,318357,,90174,269460,133558,195600,,84213,298566,486441.97,338034,294420,106263,132175,,203525,251410,298684,155802,,,257111,,284239,,,159486
taurocholate,Primary Bile Acid Metabolism,666510,359339,365149,88177,235391,110105,167955,198458,330262,1942966.13,203660,47493,,85644,46503,,,369051,138457,,929127,115962,3209084,393970,,218328,156933,,345750,951219,,97620,297906,,,249190,81312,544629,93583,147012,2084580.13,1630997,83786,,401304,,147384,204792,48056,,177922,74708,173473,205236,,73437
3-methylxanthine,Xanthine Metabolism,1727570.13,72131,4054752,2736376.25,1604164,273825,98804,,47001,1598345.13,2010432,678887,463170.03,,32383,1357518.88,291611,,,625588,,2879138,671393,6026564.5,358449,127269,12478603,,,5437433,436013,298307,131562,,627704,951856,,581790,514562,2284969,895414,811972,760314,2383250,,157737,580024,581003,1223636,120711.01,324577,,1425938,527695,552801,273248
cinnamoylglycine,Food Component/Plant,,281685,97118,495107,116907,593002,531590,401448,80171,662433,156752,343270,247895,268096,482047,299280,,614873,368820,488470,,,207600.98,570460,295190,81367,27509,,,625611,323799,,228016,518223,131905,,,77326,57183,62332,,182685,369485,127460.01,165477,,,308806,,,,,,,,
quinate,Food Component/Plant,412801,3689781,1961351,96081,469389,190490,535239,790322,,399900,,73800,,,199898,1817906,887891.06,1032866,2863073,280212,108996,,76617,,172512,,171220,1388300,63463,38179912,,650838,185698,600142,765364,,1454629,1187931,424325,,57705,,241401.98,,6372747,741627,78394,842981,,199540,297778,378078,285514,,727263,6328673
pyrraline,Food Component/Plant,360289,223897.98,,126312.99,297576,125981.99,309899,466099,116522.01,398366,103273,84229,276311,318781,,,179672,212969.02,,437399.97,,97883,,,297946,101909,242658,68932,,247710,722632,79960,93280,,290324,98779,91378,247240,,253732,62720,345803,244594,99729,90303,113588.99,,219128,297304,47368,114592,75670,,286198,258042.02,183206
gamma-glutamyltryptophan,Gamma-glutamyl Amino Acid,138260,90916,,91104,90315,151425,106274.99,101721.99,,,106675.01,114728,90914,91121,,176549,52532,43278,78116,56019,,152334,,75650,76116,,,106001.99,69189,86428,106616,,62327,,106300.01,129116,80264,103688,72887,,131352,48521,,,58320,78584,,70048,92912,71430,95224,,120233.01,92270,95797,169659
galactonate,"Fructose, Mannose and Galactose Metabolism",3212093.25,3640025.25,4516766,876815.94,7095672,2689237,5626591,3040322,,537197,6183042,2916377,893323,,5381933,6565092,2384522,11209959,4065510,5423724,,,107136.01,,,224064,1308482,369203.03,1874781.13,,2293240,339808,567950,,,4335615,,3950385,3547268,3733215,3995385,3071411,,2448327,,,695824,2486563,,2178180,4510021,,2210091,,,2281731
N6-methyladenosine,"Purine Metabolism, Adenine containing",65262,79769,108652.99,243601,119203.99,63184,,,,63527,69833,87827,,66995,,75512,,,70357,75454,,162361,184809.02,140920,205590,,128219,134363,72298,77141,106407,50081,126462,78690,,48556,90121,199846,105588.01,207883,,86550,180542,143889,,,112093,47490,68516,,69649,89735,50014,163201,90533.99,192682.02
3b-hydroxy-5-cholenoic acid,Secondary Bile Acid Metabolism,122700,208895,124712,78379,,62071,103615,135754,,66434,64050,,168673,99208,82761,73139,,75263,59641,71514,40280,,,,117730,198313,96950,100572,,,532016,57749,50681,257092,113430,,,121687,40706,93276.99,,138971,83748,,87248,120067,58340,,280640,,79264,119917,63320,65247,67921,122198
7-methylxanthine,Xanthine Metabolism,2252625,147658,8508271,5111139,3841667,530567,201981,,,3598432,5019678,1619527.13,935913,,,3422894.25,577886,,,1184209,,4847673,944283.06,10096604,493812,184634,20547600,,,8936989,443033,497670,341521,,1331210,2432477,,1835649,667489,8295278,1439268,1479547,1221249,4004495,,180691,969772,1428342,2256111,118165,770939,,2796572,800681,1548123,616390
"3,4-methyleneheptanoate",Food Component/Plant,112824,966019,335635,694291,204683,179250,632690,284551,,130584,967119,1394401,,580561,832404,109295,,,298910,266400,,,,1048593,,,384637,827995,615573,359227,305510,,,182803,346969,278414,581146,1243193,,654145,,,,,139310,962343,150297,128040,,,282213,736011,762349,,441476,543782
cis-aconitate,TCA Cycle,,369100,579544,520936.03,744956,483772.03,197782,324944,219399,,526285,,233979,383356,572844,308877,,460351.03,315167,465518,577770,463559.03,,654262,609481,,893925,,,,,230877.02,,321870,444348,,467646,427984,489937,336520,346395,204734,450853,312255,404005,479227.97,,161537,409627,,,,,,416019,396105
2-palmitoleoyl-GPC* (16:1)*,Lysolipid,146189,304390,245051,157791,364515,433191,,,,121464,,,355509,204192,596695,418125,,,116917,320491,566961,,,110482,243484,289061,91694,326418,202339,,98421,263044,,217437,200193,,290074,227846,1031634,,408398,,212298,1223641,246959,106618,330192,,626158,214842,,260698.02,,362628,515629.03,298030
N-acetylhistidine,Histidine Metabolism,,85601,,54601,50892,82319,38144,63307,,36417,88233,49747,48990,,90298,,,85627,41320,67676,,,62534,55720,,,127137.99,62180,,38248,104753,49921,,46147,58131,,92863,101597,,,52732,71567,,,126395.99,74599,,52405,95594,,,,53632,,67533,87901
N-acetylkynurenine (2),Tryptophan Metabolism,154674,120394,59236,,170509,140663,128170,112719,54862,,,100868,91719,106516,,310737,175149,,138998,99592,,,,,158591,,124522,73163,,,,68111,115140,208387,136092,76426,113975,158811,129920,,125871,,153813,57631,102284,,97085,,166689,168508,,,85457,134246,142886,265037
cystathionine,"Methionine, Cysteine, SAM and Taurine Metabolism",295448,,,84457,252719,,136133,102381,,137975,,101286.99,45842,,,,,75335,170589,,82611,293496,177390,,151351,44426,88659,,162501,361097,94577,69600,151531,85535,263703,182018,227031,,128700,264129,173674,131532,301982,95781,116117.99,,213423,127174,316973,,401587,151293,180835,168803,400136.03,183275
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Sphingolipid Metabolism,652949,1282509,830409,1166319,888948,433213,610316,,238980,962653,,380961,899706,,906147,524184,584938,261344,869565,418319,1304405,328222,558200,,,,,861456,586887,,,,447004,450248,,,,757281,1210653,515617,730997,436386,490427,,,802048,377297,,,198751,307144,,641295,,363359,525979
17alpha-hydroxypregnenolone sulfate,Steroid,253921.02,,,69940,,212134,36294,,,40011,75518,54697,142171,138228,48982,66879,99960,,45527,73242,78318,142146,139304,,,,82340,223846,199815,,,88902,69729,,,158543,103337,24059,,336717,251323,54318,,85816,49408,421613,201475,,72079,137365,197371,,,356214,111657.01,
"4-androsten-3alpha,17alpha-diol monosulfate (2)",Steroid,436574,64918,139270,,417612,684092,,,,,333440,190537,199536,346070,,236637,151541,,169656,134729,119063,,354465,,,389060,111328,,416195,38286,,181656,338057,,78910,399338,245605,189268,266304,232545,,,226893,502047,,356915,466393,,,115260,470866,151084,,411975,193967,179659
N6-succinyladenosine,"Purine Metabolism, Adenine containing",,59779,41788,31298,54167,35206,47388,,,58406,64611,47529,31736,,84583,53930,37004,,67174,,45638,335250,29750,,,,95003,58165,20688,46183,,,,46247,40986,,49608,36685,30389,245469,50829,69382,,41701,71079,43089,,34136,,,29737,,55973,,,32151
N4-acetylcytidine,"Pyrimidine Metabolism, Cytidine containing",228241,,610304,273826,238235,97029,618689,241562,,,737048,541789,,299778,324813,662286,312903,281430,,252833,,181103,384041,404697,,65390,285746,,430189,,,419973,,,623131,374768,258619,,,101282,1141946,167636,187273.02,454249.97,,576192,199640,,,,,447130.03,641751,367711.03,79560,
5-acetylamino-6-amino-3-methyluracil,Xanthine Metabolism,364318.97,30975,1741874,1058035,3312316,818849,,,,334426,804356,2530570,110845.99,,,520802,146245,,,197146,,985662.94,148417,1489017.13,782896,,5406896,,,2680433,46723,138482,1304859,,2007423.13,436303,,275857,90916,1466822.13,237987,437831,860100.94,852916,,1202841,149632,145032,1616440,,135696,,3593246,90579,275525,32220
indolin-2-one,Food Component/Plant,,153557,,533150,,305081,,240658,170629,,662614,,464087,338433,254763,,515847.97,358320,301569,,126760,,,452878,,215627,205549,,201445,185325,200761,401410,180943,322377,150902,,294976,321295,,89297,304059,,,308930,133344,155773,432549,181535,286756,,171411,237657,,155969,,
N-acetylphenylalanine,Phenylalanine and Tyrosine Metabolism,122262.99,104224,,138198,133475,135229,,,55341,,93729,113157.99,64195,61391,,,49445,65507,,,,64793,127783.01,99640,94972,,83402,78646,,67136,74805,131086,,118689,,,85460,91579,,,77593,94176,106506,97498,,,93585,42830,102932.01,73309,97416,,94992,,123571,124212.01
homocitrulline,Urea cycle; Arginine and Proline Metabolism,89512.01,72889,254737,233377,249704,257877,,183216,,152576,117707,,,247887,,55743,,165125,155161,,67379,,,,64459,67985,290903.03,142878,99175.01,182265,,112652,,165071,65122,,189764,,80459,,,64334,91239,151304,404359,101039,80969,,2169945,,73337,154602.98,,,,
leucylglycine,Dipeptide,102926,,247703.98,197048,276108,182268,89287,175756,,130477,166268,172041,125165.99,138281,,91668,199966,131452,175475,,,78759,46766,139685,,46372,,,,,105556,105468,,,,53513,,80963,140568,161179,89330,221889,420118,105354,93156,58112,48696,78439,120513,,80850,108266,118593,78436,91779,244133
5-acetylamino-6-formylamino-3-methyluracil,Xanthine Metabolism,172791,,1044787,485295,1022342,348858,,,,95039,340925,1880412,59600,,,133017,132718,,,188076,,492490,157207,357450.97,465773,,4237732,,55706,739825,,108481,893329,,311232,596641,,79517,135696,930754.06,187247,149834,697458,249102,,327185.97,235257,77008,483356,,136766,,1625914.88,151381,58684,
N-acetylalliin,Food Component/Plant,423331,86002,127443,1073925,682218,849409,254698,521761.97,,88608,,244855,,,,,,149023,205570,3642912,,67922,718327,,,478441,,278795,384956,287790,,200818,206797,152591,133806,,,59479,,,182129,,,114957,,,178723,235565,,84698,351663,135752,132298,2437778,,154777
4-hydroxyphenylacetatoylcarnitine,Phenylalanine and Tyrosine Metabolism,75538,115046,,,304397,138492,97965,165795,,,,,,191564,256164,,677338.06,242238,101070,,57284,249717,191699,43645,380241,,,,,,474530.03,94179,64774,,374384,103377.01,130886,94160,,,307154,,,88518,131426,422177,232664,102927.99,1001347,,84315,119176,467794,166939,162167,
dopamine sulfate (2),Phenylalanine and Tyrosine Metabolism,89356,91907,69511,39616,,,70650,79485,,32455,54111,,,,67901,,72428,,,63996,28944,93416,,,88088,,36365,51522,,40414,50211,85945,28594,,99913,,28667,68799,81885,103194,22462,107280,100028,,52599,,48095,58206,96366,28251,,45388,107782,,,44015
