BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
valylleucine,Dipeptide,30224808,2373800,2417905,6260981,482399,634007,4351762,2738937,4617177,14909140,3858071,1853615,1146483,2456588,2430616,623111,4656771,1539599,991758,1329860,1672580,1558223,1453366,1826471,2204879,5766393,4429121,31715860,723857,4943079,737894,1955596,13133016,726603,1185945,7637476,2999231,2027428,2113081,13127698,3661557,1709686,1036558,14348288,5539682,6594009,748684,5327961,1782196,3400791,5200704,1280329,719398,1887433,1819435,482057
leucylglutamine*,Dipeptide,1531269,174740,309110,887706,,110956,241810.0156,328349,490166,1317807,473612.0313,151847,,169560,166919,115530,701418,442623,,139106,328906,108199,,89655,76106,706309,320432,4811093,,289669,186130,121771.0078,1179361,,142009,270620,362851,239871,142044,4074803,433535,86201,,1281648,522013.0313,437000,,440642,134179,417171,477077,,,231572,107477,
phenylacetylglutamate,Acetylated Peptides,,,,261582,,,,,,,,,,,107640,,,,,,,,,,,,,,,,,,,,,,,,,,,41510,715105,,3308087.25,,64790,,,,,922084.9375,83124,,,
phenylacetylglutamine,Acetylated Peptides,,,234248,,,,,70905,,,,,39530,,,,,,,,,,,,,,,2639269,42046636,,,,315008,322397,,,,,,295935,,,797110.0625,,19557270,,,,,,,142393,,,,
glucose,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",409664576,36932484,23215698,4001790.25,101044624,20108528,53744048,59130680,238577152,624068544,14191879,20308804,13452986,129729056,11125978,18981246,28504904,60682908,16548804,343200192,151737968,188864928,390767360,9501257,15835743,5588615,37836904,312145760,221843648,21200328,23154876,239440208,49220724,55090068,18480572,155771168,44225228,74567184,44469544,9887897,349537280,10170067,16659248,10399992,53295672,478532000,96494952,10520035,6176099,588517760,52628396,30811720,11422909,120673768,40364304,13123927
pyruvate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",2572684,368987,1281212,1034477,627252,658692,1359808.125,1770239,3772711,2913365.25,587695,1667748,952161,1353213,1066541,741330,1768167.875,879895.9375,846239,2634906,2791231.75,919163,1984259,906901,1003437,,1214958,1748994.875,2322345,618541,1953688.125,1970792,833271,1767989,1494487,1041634,389382,1847490,1384212,830118,1902441,1432604.875,723080,737861,2389950,3081390.25,1337136,717254,40197,2334563,1034751.938,717445,1245245,1932715.875,994192.9375,1700567
lactate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",2168729,2910224,4286497,,1118228,1283440,2580619,5471688,2114096,2016979,1581480,1861554,2047805,2892261,3026311,1595142,2943811,3631931,1842095,1673284,5358775,980860,2330294,1533337,1417892,1636850,,23670834,2396295,1301324.125,1979987,5143414.5,1133673,,1297064,4673553,1153925,1815083,1973419,1217633,7957778,3002917,2567247,2366490,2471385,9226284,1269720.125,1713077,1621877,1612573,2410449.75,1059055,2472195,4755658,3616047,1823429
glycerate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",31496222,14656901,6700362,2919194,3826916.25,4946877,7097000,7669436.5,13036291,22231268,4765526,3565246,3923393,21644304,2177581,6743141,3732379.75,33252844,1855720,21945088,31986580,4230898,15074070,1771291,7263849,537845,7087492.5,22638836,12951535,2206880,4540567,14435797,4258672,9176109,4302752,20861080,3802470.25,5800298,9846011,3177165,12649941,2167445,4490104,3330022,21633972,23908080,5836374,1078956,761557,10771612,4272846,6781479.5,2321258,6481328,6725374.5,3084018
ribose,Pentose Metabolism,55159404,59271316,24169128,6438320,11857728,5062851,37414184,44193848,30122694,32828008,10024852,12848030,20976154,35622496,10882322,15868609,22881436,21315310,5624104,40162616,62964932,3171805,43744680,10334535,11548974,2191208,54106516,21109052,14354673,9875202,8322125.5,45260520,20117184,27956024,28977186,43289960,20059596,28282992,17924500,6250531,64501912,7724859.5,17663124,9719910,29930940,103700800,23005212,7169645,5773081,45576708,30649472,31259928,13970929,51366728,23427100,20108800
ribonate (ribonolactone),Pentose Metabolism,,719948,688186,,,345564,1008697,449422,,,867230.9375,375472,472392,379725,285326,766231,280548,,394896,725457,,,799560,,210825.0156,,367029,286086048,376433,,,11477601,,390999,,532354,2818349,,,2581222,,861269.9375,937965,4223574,12894727,803299,435310,,,,631686,568603,747406,1906550.125,6610884,541009
xylose,Pentose Metabolism,25024138,2591710,3354233,,2551187,1373461,4496056,74563800,92322216,29655620,991169,4713106,3633566.25,10417120,2955036,8125152,4218256,7493185,2173839,33070954,7338714,,9277715,3627252,2451789,952056,2477795,,5693874.5,4157232.75,3518430,4184649,6834982,2304867,19884724,10153264,4141322,8234684,6571762.5,268919,34720224,2352010,1931750,6296449,4153596,23864478,9085560,3441137,,18075810,22774716,2911215.75,656348,4508137,1444980,15269954
arabinose,Pentose Metabolism,18003822,3666466.25,3290035,,3481353,2569092,6115068,27092408,,22573992,1963764,3792839,2788668,8868091,3367431,6589763.5,4409735,17178804,3215735.75,14051183,9036106,4862265,10726980,1945463.875,1938810.875,805344,9611273,117473208,4668794,709437,8908500,4154447,14861544,3765297,,9223232,4414307,11701081,4052621,1999875,87447088,2982577,3017283,4574437,14609409,20088676,3709767,4620019,,26093530,9157987,5722026,3366896.75,9863517,7077524,3347625.75
fucose,Pentose Metabolism,5395567,2215308,2226254,973091,2745168,3642602,3105758,6315037,4750726,4082777,3385924,1790765.875,2075964,2187153,5728660,3054388,2689507,3992612,3020066,4388379,14123844,3361735,4605111,2662518,1454175,1944242,3292035,19598984,3455540,5596035,3008403,1404489,7233429,4605758,3409320,6341368,1494296,4720866,4009221.75,3174757,9989156,3778021,1368424,1664736,3817025,7388757.5,4037267,3315142,2492832,6895998,3657287,4042045,3683066.25,3638367.25,3034540,1757301.875
arabonate/xylonate,Pentose Metabolism,1993134.125,972907.9375,1030058,,199439,375253,663663,1699569,,3804820.25,1870108.125,629893,1298506,958327,1168253,,3668401.25,362736,1627510.125,1831392.875,809977.9375,428093,2141287,920546.0625,1734269.875,456527,742084,134841856,3989960,279700,1371528,3541365,264699,824586.0625,1929417,1048687,1312956,637229,346900,6510438,3936722.75,773491,2267890,591367,14711119,2292102,1684750,567743,403396.0313,2970075,2424030,2543866,2230386,1184544,1180696,959588
sedoheptulose,Pentose Metabolism,2940621.75,1215113,1025270,,897661.9375,1525310,3687309,2195308,2360187,2345013,378656.0313,864601,277654,5029702,,742809,1006978,2804345.25,367437,2578277,1367298.875,,1520163,453701,,507997.9688,1778437.125,1067591,987692.0625,101984.9922,,1837260,2068577.125,382121,807519,4989451,1878324.125,2275490,998246.9375,,5449615.5,531744,1106648,1090046,912067.0625,3928249,566148,,,2111145,1529547,1245075,451938,3826571,656885,785163
maltotetraose,Glycogen Metabolism,111909,,,,186347,,,129200,1716356.875,7738291,110074,,,,,21261,,,,,778158,2744433,2829849,,,,,2269179,1064650,26651,,811602,,,188877,,519863,38535,100964,,143379,,,,147069,,,,,7410989,631075,,,205591.9844,904723,
maltotriose,Glycogen Metabolism,2818482,240839,317255,,899770,185166,356947,425005.9688,1148662,1362606,373066.0313,,122025.0078,1021711,,1785697,410218,2084034,,1463123,560739,4035236,2146775,58740,104099,,,435462,4269956,61782,223844,,1057864,257590,,678238,176815,1379243,1252012,350293,3703618,,162045,48262.9961,341728,2704676,378859,76902,,881203,1447444,,71085,736218,97394,217700
maltose,Glycogen Metabolism,24700610,4614057,2802712,2997654,5374172,1769201,2985947,4123941,6408944,8388247,12285965,942330,1791284,9988205,608489,24553844,8435622,28502030,401551.9688,7961936,982434,11134415,6900367,1305364,2381617,,1076401,1480725,8301970,1265257,2419351,2092421,5454769,5612194,928059,14637159,908543,26022492,21554844,3667414,34354340,590877,1626437,,3264541,20563884,2477456,1457439,799586,5270397,10772187,1160801,1094018,6428841,2006428,
fructose,"Fructose, Mannose and Galactose Metabolism",4460111,988560,1428181,,1526568,1256446,3652724,4125184,4166994,3858890,384443,2010982,969614.0625,4147935,620033,1189130,1652817,3119900,2717412,5307689.5,2206893,1318679,3464403,697280,570151,277073.9688,1948022,18305474,2273014,1286262,1153474,1626842,2191293,2003839,2388792,3633060,1845253,3163689,4865801,136939,8698617,870076.9375,1035247,1630735,789616,7512183,1428993,393577,,4765747,8042489,2245790,637263,3305950,2551969,1839269
mannitol/sorbitol,"Fructose, Mannose and Galactose Metabolism",707478,765676,440452,128752,403296.9688,503114,1462529,718485.9375,394710,456651,229851,761111,519773,1003221,567428,422039,501181,617273,713415.9375,1608140,770997,172630,719608,195713,131203,,331150,4064510,722300,482734,363326,1042417,45297,438236.9688,545461,710072,1109085,668588,341237,,1135586,356843,378751.9688,267237,1555419,1869884.125,315630,244226,,1365457,1088278,1030155,375225,1016641,3920868.75,
mannose,"Fructose, Mannose and Galactose Metabolism",2182178,482967,1069521,20762,851758,808180,1326285,2103863,1996369,1589490,368501,929682,335969,2099957,326991,892441,892357,1621157,871031,2208608,1150816,741402,1889620,441539,593373,270776,1017635,48967252,1165874,,396419,1049327,993064,697425,1233084,1494190,1117725,2098993,1041880,108881,4435691,444419,745069,584629,480215,3590039,1583130,289251,262478,1562768,2784576,932184,438124,977356,940228,927660
galactonate,"Fructose, Mannose and Galactose Metabolism",,,253267,145974,,280116,,471218,1143364,2128781,,1086288,366963,515792,304463,651936,483682,294806,,763275,3950316,308381,338055,287131,,,914421,16171566,2129494,364558,,3892316,1674568,2335632,,1415232,2289479,622900,380062,355058,1807978,239715,390858,,7785997.5,1169805,1247054,91579,,2237036,2202291,2124043,,921409,1114884,490027
glucuronate,Aminosugar Metabolism,6796956,1238736,2336178,393646,1501128,1425096,3774364,21058224,7586829,11948667,981558.0625,2846458,2104288,8398711,1830844,5724409,4323957,2781894,978129.0625,12229753,6910498,1313776,9257829,1233191,1320106,299278,2468365,32524550,6565527,992434,2291703,4396253,1741526,1440804,4159102.75,6950784,3536915,4568252,3443160,715295,23134856,1742234,4622683,4017273,15667210,12938220,3841208,1264162,524537,11921353,9090916,4976635,1744657,4507118,3979896.75,5329834
N-acetylneuraminate,Aminosugar Metabolism,17012232,7229672,5925435,327768,5022103,12461475,2826250,5279350,2338235,2123477,2780877,2907374,2121997,3687146,4928844,2504982,1534573,3135927,5773889,3225032,27914152,3525873,18511998,3372605,2752864,922128.9375,9970496,32588126,12066189,5309988,7902992,4343089,24315796,3509783,2901784,10902409,1345090,1579622,8523393,1970093,31230994,3377273,668241,2878573,7811941.5,9051548,3563128,4255383,,5276443,3728125,2398660,3623991,3125724,826966,1360783
N-acetyl-beta-glucosaminylamine,Aminosugar Metabolism,6603328,2931070,2544100.75,3642969,,2283194,2303380,1953220,2520012,3890920,2420962,1900399,920550.0625,1659848,1941924,1505733,2115631,1230880,,1131670,4766647,,2993423,2327224,2337364,2602621,3815860,5806970,,2466103,1208613,2420003.75,3635418,,1042977,3603745,1930063,1513947,1778497,2435640,2309773,2206290,,4648962,3189969,2622073,1310497,3194830,1743342,1636743,3281395,1676888,,3430394,2229957,
N-acetylmuramate,Aminosugar Metabolism,13807455,9694913,3753475,2466602,4636558,1716799,11325088,4683449,1058800,3076592,2818314,4064107,5708643,25670168,6140266,2116932,4788966,7290342,5011911,3839139,5908925,1602741,2185261,2814843.25,4428966,2020905,7169625,2439469,2528674,7866441,2428238,4274625,3952874,9540923,3734496,24621140,5243702,4520578,4019540,690354,14927415,5076149.5,6814213,2369333,4518238,49673172,6988066,2321166,1318183.125,4693149,9010666,12137812,4246422,13437986,3252069,7322960
N-acetylglucosaminylasparagine ,Aminosugar Metabolism,405968.9688,543425,845110,423030,175040,248281,246164.0156,519130,402357.9688,507840,273056,172243,561573,403523,214272,223323,554957,308745,51139.0039,403773,1410206,255942.0156,1012765,223593,132983,74864,677232,68446688,429812,150571,233747,406450,136286,318567,288940,689642,260408.9844,214582,300549,221017,291389,174055,151201,277191,504019.0313,745425,214087,128806,419815,250406,254233,161457,83712,337202,344273,425594
erythronate*,Aminosugar Metabolism,12331914,3016482,2091228.125,1369502,1253939,1159964,4873879.5,6832840,5196379,4369430,2122299,2614115,2479633,4829524.5,1901200,4911024,4025072,4197631,1953096,4678285,6715125,3103837.75,7735674,3293528,1949177,991014.9375,2307726,12831379,24503826,1885516,1183494,13012452,3743136,5228098.5,3328520,7037273,2787006,5582786,3403038,9626373,8663596,2612457,3837574,1459656,182825408,17303448,4608266,1531867,612902.9375,9502914,5287102,8612193,3273163,4100728,17043836,3583228
N-acetylglucosamine/N-acetylgalactosamine,Aminosugar Metabolism,159468496,58936912,134995184,13808343,57111912,111392528,61465156,82693464,67572856,63535396,29572892,51841376,42314420,77776800,48346028,40183220,43428828,37149432,62834936,73958840,193130336,48634176,91836504,41729336,47641852,24343732,117960008,567817152,54332436,70171168,43007844,45295112,120226872,45406292,44674624,170897040,26335022,48468904,50076780,21424166,210789600,43846156,28022420,33910284,53320228,201021120,56904292,44780560,13451559,67785472,90611672,65468104,39547560,52467640,22633456,40520328
N6-carboxymethyllysine,Advanced Glycation End-product,1657653,567651,747800.9375,387254,968075,1633593.125,987982,1155518,1329174,1549076,646840,2235695,1049364,1339488,368055,1659528,36671004,1204128,412709.0313,1409866,1019117,2596379,2315534,705676,2109947,277692,805833,1484689,24064560,505433,1095659,1247662,773736,1816644.875,1285004,2694799,19443332,2141673,1677716.875,12933223,862958,2139776,1657066.125,1292989,1084747,1602390,1372229,381126.0313,614438,1778434,785181,1649155,685972,1435054,1063373,2030232
citrate,TCA Cycle,1769248,1214569,1762111.125,897041,538095,443608.9688,979534,272301,1294832,2419531,387028,1391144,539899,1354902,329805,815247,589827,2164291,928318,5716936.5,6847174,2064266,1533205,779202,486018,,884065,611888,7193231,1009730,4885035,8250828.5,380525.0313,2431999,1793578,225231,4706800,3261675.75,6232237,3572700,765234,154479,924067,1078147,32430058,1441119.125,404631,1227388,1254039,,1271807,3182951,640510,1477951,2334810,828090
alpha-ketoglutarate,TCA Cycle,10277405,14180936,10984398,1830263.875,4747606,7803817,11666964,9840159,3012457,11824740,8240375.5,21585048,11848852,22242328,12431070,14747640,10468764,14422234,4998726,11226931,39203784,2194827,24599848,8758051,5578883,2153183,7888064,2068684,9542803,15338747,124982032,36410760,3023693.75,26104416,8901999,12775750,5388193,5604118,37174392,5418051,15453292,27728106,8099636.5,13759885,25051818,31418046,5465719,3286685,4745988,6279607,7148335,14747352,11931170,26881916,15400896,12079735
succinylcarnitine (C4),TCA Cycle,1911630,261544,503007,431169,141944,673505,1793722,483426,108413,270341,903588,251529,787489,75139,1061032,622385,680092,371565.0313,453380,223355,45899900,725580,180301.9844,394817.9688,236807,1188878,,970622,730134,1253009,2313915,6130323,293118,606233,637279,1455033,319208,689175.9375,939432,53264,601988,766733,1054899,946356.9375,736969,1730700,192869,836922,1368906.125,9720157,196615,698636.9375,906409,620149,84006,1595023
succinate,TCA Cycle,91159344,79581048,85102928,21431568,41634536,30018476,132229352,230677408,2691008768,1686716288,64459208,62836368,34534092,109759928,66917204,87365064,120653080,104767208,69092928,80915952,418535008,21889444,144676592,48862760,32116358,31912504,59544016,8270377984,61859480,94902160,216958144,821599552,147170560,78222600,88038296,108755736,42818632,104483616,114504760,119507576,179958160,71592880,98011128,58113272,105168280,310585856,45910040,68671848,34931340,42884368,139422192,68709024,63340404,257035152,194066176,87850896
fumarate,TCA Cycle,14844270,19356934,24807468,5953863,12197587,1464596,9422167,37549656,34879496,6702427,5347399,9497627,7995469,16806224,5933606,13764903,8986884,4811583,4032579.25,34620980,47825816,8435996,7276996,17476790,8317729,1740310.125,2816052,12933595,13691572,3111236,34626664,118842448,9668012,5502090,43237412,10092753,9358954,6943880,17125506,6101925,12249453,13367512,9060151,4699610,9017066,25738038,16153426,4565020,9855056,11903036,7180275,11753066,25884288,40353240,35645032,21262980
malate,TCA Cycle,125159432,43192680,75563224,7036275,44230120,13021407,74733048,63394900,35350824,51509904,18184408,53287656,37790716,106535824,29099252,49944048,78854224,37789584,38059936,123578704,195348448,10573250,15355706,54186740,44816516,3948320.75,27029712,33616116,76858320,27336540,60232112,206846848,71103072,31095716,53491440,68434880,60594936,60411616,108930544,12872418,88872448,28211904,60211636,10266469,44258892,134412480,92869000,38992096,15078946,62739044,54540204,125846048,51395072,85792624,114734992,155661200
tricarballylate,TCA Cycle,224447008,111093776,158263216,136438560,289547616,92038488,292840896,37806456,676578688,192486672,279527488,593012288,824962560,455483936,117864088,95162760,286238368,911436736,543747840,699503616,255424336,116965712,39551520,119976160,412389888,206884048,949315264,52043000,814642240,119498176,1238937472,630883840,350874208,1038943360,435830144,29504982,613730176,773218560,1667481728,691855040,54453100,204493728,563627264,134321104,366711872,75190792,1212915456,387387936,284000928,62332204,195434336,2793711872,746260864,236531808,592555968,1368280064
